Total_Funding_USD_M,Burn_Rate_USD_M,Runway_Months,Revenue_USD_M,Revenue_Growth_Rate,Net_Profit_Margin,CAC,LTV,LTV_CAC_Ratio,ARR_USD_M,Churn_Rate,Novelty_Score,Sustainability_Alignment,Sentiment_Score,Social_Buzz_Score,label
17.739,0.169,48.0,10.1,0.33,-0.022,0.508,0.886,1.744,4.805,0.069,0.622,1,0.084,0.487,1
23.959,0.285,41.99,21.029,0.206,-0.196,0.25,1.814,7.25,17.629,0.0,0.705,0,0.246,0.514,1
21.883,0.862,12.69,10.855,0.297,0.04,0.488,1.465,3.005,9.488,0.059,0.285,0,-0.109,0.082,1
22.992,0.483,23.78,18.852,0.266,0.017,0.486,1.865,3.84,12.181,0.067,0.632,1,-0.126,0.465,1
14.619,0.323,22.64,10.561,0.512,-0.107,0.577,1.821,3.156,4.621,0.026,0.568,0,0.066,0.287,1
16.557,0.657,12.59,18.795,0.327,0.225,0.1,1.296,8.0,8.302,0.117,0.087,0,-0.222,0.339,1
27.757,0.469,29.57,11.466,0.168,0.038,0.214,1.916,8.0,8.748,0.069,0.39,0,0.02,0.306,1
27.15,0.482,28.15,14.882,0.316,0.263,0.473,1.351,2.853,14.197,0.048,0.924,1,0.779,0.226,1
22.117,0.785,14.09,7.612,0.453,0.011,0.05,1.384,8.0,7.309,0.064,0.268,0,0.465,0.236,1
32.662,0.31,48.0,12.528,0.113,0.045,0.424,1.334,3.147,6.825,0.098,0.703,1,0.208,0.049,1
28.247,0.374,37.8,7.674,0.021,-0.063,0.509,2.165,4.255,8.337,0.084,0.736,1,0.643,0.479,1
26.787,0.639,20.98,8.811,0.749,0.049,0.264,1.46,5.539,6.183,0.045,0.022,0,-0.189,0.161,1
7.948,0.842,4.72,9.198,0.222,0.192,0.285,2.286,8.0,10.775,0.086,0.561,0,0.972,0.384,1
21.997,0.91,12.09,10.008,0.323,-0.032,0.189,2.492,8.0,4.949,0.077,0.303,1,-0.061,0.201,1
20.241,0.434,23.33,17.716,0.27,0.154,0.272,1.231,4.528,18.941,0.023,0.619,1,0.801,0.066,1
34.515,0.834,20.68,8.63,0.46,-0.113,0.276,0.2,0.724,9.723,0.066,0.783,1,0.8,0.454,1
3.236,0.404,4.01,11.873,0.705,0.202,0.248,2.122,8.0,12.564,0.109,0.68,0,-0.514,0.375,1
17.28,1.057,8.18,18.825,0.466,-0.066,0.239,1.429,5.97,19.712,0.109,0.232,1,0.613,0.184,1
19.492,0.317,30.79,14.725,0.046,0.22,0.309,1.167,3.772,10.147,0.069,0.6,1,0.001,0.292,1
10.764,0.932,5.77,3.806,0.073,0.062,0.308,1.306,4.246,3.695,0.114,0.374,1,-0.099,0.615,1
11.819,0.436,13.56,4.632,0.27,0.354,0.631,1.393,2.207,4.0,0.031,0.53,0,0.284,0.095,0
34.564,1.103,15.66,13.396,0.296,-0.181,0.291,2.249,7.731,9.907,0.033,0.7,1,-0.253,0.361,1
22.952,0.748,15.35,8.396,0.006,-0.245,0.402,1.68,4.183,10.029,0.067,0.859,1,0.276,0.112,1
39.826,0.346,48.0,4.251,0.514,-0.073,0.263,2.242,8.0,2.688,0.155,0.774,1,-0.229,0.038,1
17.134,0.469,18.25,8.068,0.133,-0.227,0.262,1.847,7.062,5.894,0.088,0.275,1,0.162,0.153,1
8.942,0.795,5.62,13.651,0.649,-0.227,0.094,1.445,8.0,15.321,0.066,0.322,1,0.567,0.135,1
16.005,0.863,9.27,9.144,0.714,0.174,0.114,1.405,8.0,5.772,0.157,0.535,0,0.235,0.48,1
14.732,0.582,12.65,11.288,0.3,0.049,0.169,1.881,8.0,5.894,0.066,0.345,0,-0.026,0.186,1
25.336,0.611,20.73,9.584,0.438,-0.046,0.378,2.01,5.324,6.21,0.192,0.642,0,0.289,0.207,1
24.884,0.79,15.76,7.464,0.104,-0.027,0.511,2.098,4.103,7.519,0.054,0.755,1,-0.392,0.245,1
23.462,0.633,18.53,12.404,0.475,-0.069,0.082,1.469,8.0,13.494,0.029,0.668,0,-0.194,0.337,1
45.323,0.277,48.0,3.979,0.25,0.38,0.268,1.688,6.306,1.956,0.072,0.734,1,-0.051,0.436,1
31.82,0.397,40.1,6.95,0.133,-0.097,0.145,1.892,8.0,6.237,0.068,0.225,1,0.375,0.09,1
12.229,0.659,9.28,16.124,0.292,-0.214,0.31,1.408,4.537,13.767,0.04,0.353,1,0.242,0.403,1
28.658,0.904,15.85,4.721,0.257,0.209,0.511,1.033,2.019,4.414,0.21,0.576,1,0.287,0.409,0
18.91,1.004,9.42,10.996,0.285,0.007,0.283,1.197,4.23,10.302,0.096,0.724,1,0.09,0.433,1
16.915,0.795,10.64,8.763,0.54,0.458,0.343,1.479,4.315,10.232,0.103,0.551,0,-0.176,0.386,1
33.581,0.672,24.99,8.321,0.193,-0.055,0.568,1.931,3.398,5.635,0.057,0.565,0,0.621,0.07,1
11.847,0.787,7.52,16.895,0.697,0.219,0.419,2.229,5.325,10.81,0.051,0.788,0,-0.144,0.328,1
27.811,0.433,32.09,18.554,0.085,0.266,0.236,0.922,3.907,16.048,0.131,0.23,1,0.247,0.395,1
25.878,0.562,23.04,6.029,0.673,-0.054,0.374,1.301,3.481,4.483,0.0,0.511,0,0.061,0.324,1
11.735,0.394,14.89,10.051,0.147,-0.099,0.226,1.421,6.292,7.83,0.023,0.617,0,0.297,0.052,1
7.801,0.288,13.55,3.333,0.35,0.198,0.413,1.997,4.835,1.518,0.068,0.473,1,-0.112,0.132,1
17.955,0.683,13.14,16.419,0.252,0.165,0.427,1.336,3.126,8.515,0.148,0.539,0,0.468,0.175,1
3.004,0.646,3.0,10.7,0.281,-0.232,0.145,1.385,8.0,12.287,0.061,0.82,1,0.582,0.603,1
30.123,0.772,19.51,4.528,0.51,-0.176,0.376,0.894,2.376,2.059,0.101,0.277,0,0.447,0.446,0
21.959,0.737,14.91,7.138,0.65,-0.457,0.332,1.842,5.541,6.225,0.081,0.404,1,0.155,0.399,1
34.063,0.661,25.78,5.724,0.588,0.169,0.432,1.519,3.519,5.745,0.145,0.041,0,-0.052,0.263,1
21.287,0.739,14.4,6.912,0.269,-0.002,0.475,1.273,2.682,2.83,0.001,0.445,1,1.0,0.445,1
35.075,0.589,29.76,3.539,0.387,0.018,0.422,1.47,3.487,2.046,0.117,0.134,1,-0.247,0.413,1
13.996,0.703,9.95,20.917,0.194,-0.288,0.305,2.163,7.105,14.677,0.07,0.294,0,0.408,0.351,1
23.428,0.418,27.99,6.161,0.152,-0.17,0.49,1.098,2.24,4.962,0.126,0.425,0,0.216,0.579,0
15.455,0.692,11.16,10.983,0.121,-0.046,0.219,1.179,5.383,7.394,0.039,0.669,1,0.078,0.457,1
17.697,0.767,11.53,13.588,0.262,-0.084,0.152,2.226,8.0,12.49,0.081,0.085,0,0.165,0.475,1
19.462,0.433,22.5,18.567,0.4,0.074,0.05,1.638,8.0,10.789,0.075,0.028,1,-0.079,0.26,1
21.928,0.613,17.89,11.18,-0.032,0.167,0.339,1.935,5.7,4.7,0.03,0.894,0,0.249,0.66,1
13.079,0.444,14.73,9.506,0.341,0.5,0.227,1.801,7.941,3.814,0.016,0.74,1,0.211,0.71,1
22.927,0.468,24.48,11.424,0.653,0.046,0.41,1.582,3.863,7.727,0.051,0.221,0,1.0,0.177,1
19.017,0.319,29.83,6.01,0.574,0.273,0.054,1.426,8.0,4.143,0.086,0.524,0,0.475,0.046,1
9.207,0.916,5.02,6.29,0.233,-0.116,0.253,2.016,7.97,7.29,0.042,0.917,0,0.281,0.499,1
7.18,0.866,4.14,9.389,0.071,-0.285,0.421,2.181,5.187,4.092,0.063,0.281,0,0.301,0.361,1
30.173,0.734,20.54,2.765,0.442,-0.02,0.196,2.142,8.0,2.279,0.0,0.171,0,0.744,0.117,1
5.155,1.093,3.0,7.551,-0.113,-0.27,0.411,1.007,2.448,6.511,0.061,0.696,1,-0.24,0.093,0
17.295,0.553,15.65,8.475,0.572,0.053,0.266,2.252,8.0,8.132,0.131,0.103,1,0.036,0.272,1
8.694,1.358,3.2,26.063,0.307,-0.106,0.345,1.421,4.118,23.743,0.115,0.526,1,-0.567,0.174,1
37.627,0.543,34.64,19.762,0.716,-0.341,0.439,1.222,2.783,8.033,0.076,0.815,1,0.296,0.276,1
23.97,0.664,18.05,13.563,0.005,0.397,0.493,1.515,3.074,12.281,0.092,0.438,1,0.397,0.443,1
21.665,0.501,21.64,16.625,0.534,-0.058,0.364,2.016,5.539,10.938,0.039,0.482,0,-0.248,0.053,1
12.509,0.693,9.02,6.26,0.33,-0.278,0.228,1.87,8.0,6.375,0.161,0.709,1,0.602,0.031,1
9.139,0.809,5.65,11.583,0.284,0.23,0.281,1.472,5.234,6.379,0.183,0.175,0,-0.152,0.235,0
20.254,0.572,17.72,15.606,0.076,-0.096,0.446,2.019,4.531,15.184,0.088,0.845,0,-0.02,0.198,1
18.471,1.044,8.84,6.293,0.469,0.268,0.197,1.67,8.0,5.666,0.21,0.34,1,0.142,0.384,1
10.853,0.66,8.22,4.64,0.485,-0.097,0.323,1.314,4.063,4.278,0.046,0.377,1,0.658,0.104,1
10.66,0.668,7.98,12.845,0.707,-0.058,0.292,1.246,4.265,6.946,0.017,0.289,0,-0.2,0.345,1
10.388,0.373,13.93,4.958,0.552,0.119,0.334,1.805,5.397,4.637,0.045,0.3,0,0.202,0.337,1
10.206,0.705,7.24,14.192,0.231,0.169,0.199,1.559,7.848,14.045,0.069,0.356,1,0.371,0.461,1
13.773,0.566,12.16,18.409,0.149,0.204,0.072,0.912,8.0,14.571,0.196,0.205,1,0.299,0.474,1
21.669,0.448,24.19,6.407,0.076,0.032,0.428,2.024,4.727,4.307,0.066,0.864,0,0.312,0.167,1
23.316,0.406,28.72,6.689,0.645,0.156,0.495,1.36,2.749,3.567,0.037,0.759,1,0.367,0.303,1
18.296,1.268,7.22,18.14,0.194,0.199,0.081,2.396,8.0,11.464,0.035,0.682,0,-0.094,0.158,1
19.834,0.534,18.57,11.211,0.646,0.09,0.405,0.899,2.217,11.335,0.137,0.573,0,0.691,0.248,1
23.815,0.236,48.0,16.946,0.455,0.021,0.512,1.51,2.946,12.328,0.13,0.853,1,0.061,0.184,1
6.18,0.425,7.26,9.573,0.416,-0.239,0.439,1.25,2.845,9.21,0.056,0.297,0,0.015,0.389,0
20.543,0.587,17.5,9.955,0.289,0.17,0.287,1.112,3.869,9.876,0.0,0.641,1,0.572,0.748,1
32.454,0.737,22.03,11.061,0.482,0.058,0.208,1.357,6.507,10.39,0.024,0.323,0,-0.121,0.057,1
17.086,0.739,11.56,23.428,0.347,-0.033,0.362,2.485,6.863,21.995,0.166,0.692,1,0.212,0.438,1
29.627,0.769,19.26,16.29,0.276,0.306,0.387,1.672,4.318,14.476,0.114,0.394,0,-0.153,0.303,1
17.233,0.439,19.64,7.414,0.489,-0.236,0.364,1.204,3.305,6.041,0.083,0.648,1,0.982,0.374,1
24.525,0.685,17.9,12.013,0.321,0.379,0.323,0.686,2.123,6.706,0.173,0.663,1,0.908,0.137,1
21.47,0.381,28.18,9.221,0.19,0.046,0.188,0.739,3.941,9.906,0.178,0.656,0,0.061,0.05,1
10.302,0.445,11.57,8.32,0.47,0.114,0.413,1.332,3.221,9.747,0.078,0.048,1,0.282,0.168,1
11.543,0.371,15.57,13.993,0.337,-0.029,0.421,1.283,3.051,10.819,0.079,0.15,0,0.102,0.154,1
35.075,0.303,48.0,12.584,0.448,-0.283,0.38,1.488,3.914,14.428,0.051,0.857,0,-0.022,0.524,1
26.906,0.866,15.53,6.449,0.259,0.022,0.367,0.464,1.265,7.729,0.066,0.544,1,0.142,0.351,0
17.774,0.772,11.51,11.075,0.108,0.117,0.602,1.554,2.582,8.738,0.006,0.151,1,0.086,0.248,0
16.695,0.844,9.89,8.183,0.697,0.185,0.256,2.114,8.0,8.015,0.005,0.658,1,-0.432,0.265,1
12.551,0.61,10.29,13.55,0.659,0.01,0.542,2.411,4.447,12.399,0.0,0.338,1,0.192,0.579,1
22.297,0.794,14.04,7.987,0.527,-0.389,0.24,0.653,2.721,4.711,0.134,0.049,0,0.085,0.287,0
13.081,0.16,40.96,9.987,0.272,-0.258,0.516,1.199,2.323,4.371,0.002,0.423,0,0.209,0.406,0
15.683,0.816,9.61,8.444,0.29,0.46,0.535,1.173,2.192,6.44,0.177,0.646,0,0.073,0.588,0
13.746,0.644,10.67,3.891,0.626,-0.169,0.306,1.673,5.466,4.007,0.043,0.223,0,-0.026,0.42,1
26.159,0.757,17.28,22.851,0.279,0.335,0.599,0.99,1.653,15.084,0.167,0.645,1,0.406,0.264,1
17.435,0.695,12.54,11.012,0.223,-0.137,0.42,2.441,5.807,11.316,0.062,0.811,0,0.287,0.063,1
19.902,0.353,28.17,23.246,0.724,0.014,0.218,1.622,7.425,21.475,0.002,0.299,0,0.589,0.129,1
10.407,0.225,23.08,11.27,0.34,0.175,0.294,1.538,5.235,10.779,0.144,0.431,0,0.273,0.116,1
13.701,0.422,16.23,15.254,0.704,-0.114,0.52,2.396,4.609,9.589,0.15,0.32,0,0.031,0.361,1
20.102,0.741,13.56,7.685,0.07,0.368,0.488,1.592,3.259,5.964,0.035,0.689,1,0.316,0.504,1
8.037,0.773,5.2,7.79,0.454,0.065,0.191,1.8,8.0,4.248,0.063,0.594,0,-0.593,0.226,1
16.83,0.258,32.61,10.697,0.764,0.142,0.329,1.225,3.721,6.389,0.035,0.122,1,0.836,0.121,1
18.555,0.355,26.15,23.142,0.356,-0.004,0.381,0.915,2.404,10.92,0.074,0.629,1,0.196,0.318,1
9.745,0.419,11.62,6.576,0.297,0.182,0.274,1.295,4.728,3.298,0.085,0.178,0,0.865,0.317,1
29.042,0.511,28.44,3.325,0.116,0.366,0.704,2.693,3.828,1.89,0.062,0.139,1,-0.204,0.181,1
21.816,0.259,42.04,17.932,0.566,0.024,0.385,1.917,4.977,15.497,0.0,0.355,1,-0.291,0.556,1
17.375,0.244,35.53,15.723,0.196,0.396,0.341,1.737,5.099,11.839,0.051,0.522,0,0.228,0.545,1
13.227,0.395,16.76,8.7,0.331,-0.072,0.529,1.112,2.103,5.338,0.115,0.748,1,0.227,0.241,1
7.871,0.622,6.33,27.582,0.103,0.203,0.295,2.056,6.963,30.034,0.07,0.397,0,0.218,0.304,1
28.056,0.305,46.02,28.179,0.661,0.148,0.501,0.921,1.838,23.11,0.064,0.609,0,0.165,0.22,1
15.001,0.571,13.13,3.724,0.581,-0.164,0.1,0.816,8.0,4.24,0.033,0.724,1,-0.12,0.244,1
8.942,0.865,5.17,7.587,0.344,0.093,0.282,1.321,4.684,6.889,0.049,0.348,1,-0.42,0.272,1
13.045,0.275,23.76,10.657,0.119,0.051,0.507,2.577,5.08,4.397,0.15,0.419,1,0.199,0.111,1
22.856,0.548,20.84,13.365,0.657,-0.121,0.586,2.549,4.353,15.113,0.023,0.113,1,-0.349,0.249,1
20.805,0.856,12.15,12.368,0.277,0.122,0.234,1.374,5.873,13.432,0.116,0.433,1,-0.382,0.414,1
10.878,0.495,10.98,10.991,0.129,0.079,0.217,1.263,5.833,9.982,0.082,0.833,0,-0.033,0.1,1
30.265,0.457,33.14,6.023,-0.002,0.035,0.435,0.78,1.792,4.986,0.092,0.754,0,0.251,0.076,0
8.879,0.891,4.98,14.207,0.221,0.036,0.257,1.639,6.389,10.831,0.043,0.172,0,0.796,0.345,1
33.033,0.523,31.55,14.611,0.059,0.032,0.31,1.681,5.428,11.481,0.062,0.863,0,0.443,0.054,1
20.405,0.876,11.65,17.308,0.225,-0.024,0.481,1.995,4.143,17.574,0.08,0.246,1,0.602,0.355,1
15.543,0.707,10.99,5.548,0.499,0.078,0.268,2.055,7.658,4.497,0.054,0.334,0,0.329,0.253,1
16.57,0.514,16.11,9.786,0.275,-0.079,0.055,1.501,8.0,5.292,0.097,0.533,0,0.228,0.261,1
19.354,0.72,13.44,8.475,0.421,0.5,0.155,1.878,8.0,3.784,0.103,0.283,0,0.977,0.267,1
23.653,0.68,17.39,5.489,0.205,-0.232,0.351,1.25,3.555,2.75,0.189,0.425,0,-0.363,0.022,0
7.137,0.855,4.17,9.705,0.363,-0.067,0.07,1.869,8.0,5.834,0.094,0.357,0,-0.045,0.262,1
12.838,0.463,13.87,6.195,0.734,-0.051,0.305,1.346,4.408,4.301,0.0,0.384,0,-0.017,0.12,1
19.072,0.61,15.62,4.972,0.28,0.458,0.141,1.83,8.0,5.539,0.138,0.473,0,0.413,0.329,1
30.778,0.585,26.32,15.824,0.427,-0.214,0.596,1.789,3.002,9.356,0.07,0.677,0,-0.243,0.282,1
30.257,0.776,19.49,8.676,0.037,0.135,0.675,1.634,2.422,5.688,0.181,0.299,0,0.367,0.207,0
36.058,0.344,48.0,7.387,0.654,0.1,0.191,1.997,8.0,4.273,0.154,0.533,1,0.303,0.195,1
29.615,0.854,17.33,19.404,0.255,0.117,0.389,0.815,2.097,16.234,0.055,0.682,0,0.385,0.373,1
12.369,0.717,8.63,14.83,0.56,0.297,0.206,1.068,5.184,13.253,0.116,0.671,0,0.378,0.598,1
18.52,0.271,34.2,3.102,0.325,0.293,0.304,1.465,4.825,2.562,0.05,0.371,0,0.638,0.403,1
29.694,0.902,16.46,13.409,0.472,-0.04,0.621,0.878,1.416,15.575,0.08,0.361,1,0.083,0.349,1
28.409,1.159,12.26,13.377,0.484,0.089,0.28,1.397,4.988,16.003,0.114,0.871,0,0.286,0.062,1
16.961,0.85,9.97,9.493,0.26,-0.323,0.307,1.413,4.6,10.157,0.136,0.315,0,-0.158,0.235,1
23.36,0.957,12.21,9.305,0.568,0.07,0.209,2.255,8.0,9.716,0.125,0.634,1,-0.238,0.408,1
14.961,0.621,12.04,4.172,0.198,-0.109,0.522,1.671,3.202,2.89,0.084,0.521,1,0.718,0.122,1
8.514,0.185,23.06,27.424,0.506,0.013,0.05,2.115,8.0,23.69,0.204,0.25,0,-0.184,0.191,1
17.656,0.139,48.0,9.685,0.272,-0.287,0.284,1.751,6.174,6.597,0.062,0.275,0,0.324,0.515,1
17.165,0.664,12.93,13.044,0.42,0.131,0.343,1.332,3.883,13.403,0.0,0.088,0,0.286,0.237,1
14.622,0.452,16.18,9.968,0.258,-0.289,0.251,1.667,6.645,5.357,0.009,0.815,0,0.511,0.588,1
23.695,0.371,31.9,7.454,0.36,0.08,0.48,1.965,4.097,4.274,0.154,0.737,0,-0.48,0.686,1
16.697,0.584,14.29,16.432,0.135,-0.195,0.53,2.197,4.142,7.081,0.076,0.086,1,0.412,0.46,1
22.229,0.754,14.74,11.827,0.4,-0.12,0.138,1.534,8.0,10.493,0.088,0.615,0,0.08,0.099,1
25.946,0.237,48.0,9.728,0.359,0.281,0.664,0.776,1.169,9.25,0.053,0.771,0,-0.11,0.564,1
47.822,0.488,48.0,12.974,0.242,0.168,0.137,0.741,5.429,5.224,0.057,0.216,0,0.012,0.081,1
17.794,0.977,9.1,10.452,0.339,0.28,0.543,1.437,2.645,8.452,0.041,0.375,0,0.463,0.316,1
30.97,0.331,46.76,24.033,0.377,0.362,0.372,0.431,1.157,16.859,0.104,0.754,0,0.356,0.227,1
20.67,0.817,12.64,16.155,0.227,-0.105,0.274,2.498,8.0,16.703,0.075,0.238,0,0.055,0.248,1
21.211,0.479,22.15,14.043,0.324,0.35,0.289,1.898,6.578,6.054,0.102,0.406,0,-0.299,0.374,1
17.905,0.736,12.16,4.477,0.149,-0.243,0.345,1.282,3.717,1.965,0.097,0.095,0,-0.274,0.112,0
19.859,0.874,11.36,14.288,0.819,0.199,0.381,1.045,2.741,12.804,0.059,0.394,0,0.364,0.471,1
16.77,0.785,10.68,14.11,0.562,-0.049,0.212,2.114,8.0,12.323,0.007,0.259,1,-0.347,0.158,1
28.578,0.827,17.27,6.258,0.405,-0.136,0.315,1.043,3.313,6.664,0.003,0.293,0,0.059,0.291,1
13.07,0.312,20.94,4.415,0.584,0.173,0.234,1.091,4.654,3.858,0.231,0.451,0,1.0,0.063,1
8.47,0.878,4.82,15.827,-0.046,0.239,0.168,1.217,7.255,18.351,0.154,0.961,1,0.261,0.169,1
14.394,0.387,18.61,16.812,-0.162,0.233,0.227,1.657,7.287,10.953,0.147,0.591,1,0.36,0.118,1
13.668,0.665,10.28,7.812,0.27,0.093,0.178,1.91,8.0,5.612,0.046,0.55,0,-0.271,0.17,1
14.391,0.665,10.83,7.622,0.074,0.076,0.287,2.196,7.653,9.011,0.08,0.591,0,-0.33,0.2,1
17.471,0.721,12.11,11.724,0.303,0.155,0.415,2.122,5.116,5.698,0.039,0.809,0,0.379,0.167,1
14.416,0.684,10.53,8.661,0.391,0.111,0.368,1.6,4.348,8.979,0.014,0.651,0,0.001,0.267,1
17.357,0.389,22.31,4.357,0.534,0.158,0.646,2.11,3.266,1.783,0.051,0.825,1,0.511,0.038,1
14.438,0.263,27.5,6.218,0.122,0.091,0.05,1.265,8.0,4.907,0.146,0.374,0,0.15,0.309,1
22.44,0.818,13.72,12.805,0.43,0.219,0.42,0.69,1.64,6.693,0.122,0.382,0,1.0,0.146,0
47.622,0.646,36.83,6.416,0.353,-0.275,0.351,1.264,3.603,5.64,0.031,0.243,0,-0.065,0.434,1
20.482,0.887,11.54,17.233,0.42,0.024,0.472,1.197,2.534,17.897,0.064,0.55,0,0.236,0.194,1
14.72,0.589,12.5,13.996,0.246,-0.227,0.457,1.284,2.807,5.968,0.117,0.425,0,-0.178,0.327,0
4.921,0.249,9.89,13.064,0.627,0.105,0.325,1.12,3.444,6.937,0.051,0.623,0,0.496,0.115,1
40.41,0.842,24.01,11.599,0.329,0.378,0.376,1.369,3.643,7.819,0.084,0.462,0,0.289,0.386,1
21.003,0.507,20.7,7.272,0.705,-0.045,0.238,1.91,8.0,4.397,0.1,0.561,1,-0.201,0.164,1
17.285,0.686,12.61,14.957,0.192,0.075,0.442,2.458,5.56,10.568,0.1,0.524,1,0.024,0.256,1
5.099,0.438,5.82,7.159,0.499,0.201,0.068,0.737,8.0,8.315,0.093,0.592,1,0.615,0.331,1
17.706,1.011,8.76,17.71,0.338,-0.364,0.467,0.956,2.049,8.518,0.047,0.395,1,0.573,0.539,1
19.782,0.381,25.97,22.174,0.284,-0.054,0.347,1.204,3.475,16.378,0.052,0.868,1,-0.36,0.181,1
14.463,0.516,14.02,11.792,0.476,0.123,0.277,1.983,7.16,9.029,0.023,0.497,1,-0.028,0.125,1
9.326,0.627,7.44,20.729,0.29,-0.529,0.315,1.498,4.752,12.941,0.002,0.461,0,0.772,0.268,1
9.007,0.327,13.77,6.266,-0.182,-0.145,0.326,1.238,3.796,3.903,0.074,0.364,0,0.076,0.159,0
40.701,0.683,29.81,14.075,-0.2,0.27,0.545,1.958,3.596,13.678,0.121,0.2,0,0.199,0.47,1
19.523,1.003,9.73,10.849,0.604,0.251,0.835,2.078,2.489,9.702,0.011,0.171,1,0.494,0.073,1
14.457,0.477,15.14,15.962,0.596,0.125,0.533,1.591,2.984,16.764,0.094,0.788,1,-0.331,0.314,1
18.993,0.699,13.59,3.217,0.727,0.226,0.265,1.192,4.494,2.329,0.119,0.212,0,-0.194,0.265,1
18.402,0.05,48.0,15.493,0.346,0.093,0.444,1.735,3.904,13.717,0.0,0.131,1,0.022,0.329,1
8.773,0.59,7.43,7.651,0.091,0.161,0.451,1.483,3.289,8.529,0.066,0.532,1,0.557,0.23,1
27.738,0.522,26.58,11.125,0.266,-0.013,0.211,1.479,7.004,12.027,0.162,0.641,1,0.492,0.136,1
17.076,0.395,21.59,27.19,0.352,0.073,0.161,1.344,8.0,30.888,0.108,0.311,0,0.387,0.166,1
19.645,0.87,11.29,14.311,0.149,-0.076,0.341,2.062,6.057,8.804,0.0,0.467,0,0.086,0.081,1
34.564,0.518,33.33,13.38,0.68,0.303,0.471,1.725,3.661,15.9,0.113,0.457,0,0.53,0.256,1
9.471,0.556,8.52,12.839,0.798,0.354,0.108,2.118,8.0,13.521,0.043,0.756,0,0.082,0.195,1
12.741,0.506,12.6,18.626,0.446,0.326,0.242,2.268,8.0,19.294,0.115,0.606,1,0.337,0.267,1
21.512,0.121,48.0,16.233,0.348,-0.032,0.436,1.829,4.197,15.163,0.045,0.787,0,0.454,0.183,1
27.494,0.317,43.36,12.91,0.091,-0.141,0.356,1.347,3.78,15.32,0.077,0.309,0,0.729,0.219,1
13.813,0.84,8.22,12.116,0.659,0.305,0.562,2.12,3.77,9.127,0.053,0.731,0,0.115,0.407,1
14.193,0.073,48.0,11.711,0.365,0.159,0.138,1.833,8.0,11.632,0.08,0.462,0,0.008,0.101,1
24.644,0.408,30.17,10.545,0.292,0.116,0.703,2.902,4.129,10.113,0.052,0.546,0,0.588,0.32,1
45.917,0.5,45.91,5.495,0.446,-0.077,0.119,1.755,8.0,5.416,0.069,0.101,1,0.615,0.436,1
19.282,1.036,9.31,14.158,0.233,0.135,0.05,1.949,8.0,14.175,0.021,0.55,0,-0.055,0.101,1
12.721,0.792,8.03,8.064,0.379,-0.167,0.341,1.745,5.115,4.456,0.105,0.216,1,-0.252,0.195,1
10.941,0.461,11.87,9.893,0.062,0.177,0.18,1.55,8.0,6.72,0.089,0.169,0,0.562,0.28,1
17.447,0.926,9.42,16.778,0.567,0.326,0.344,1.471,4.273,11.976,0.0,0.179,0,-0.44,0.732,1
26.93,0.415,32.46,10.673,0.329,0.376,0.339,1.747,5.155,10.656,0.13,0.192,1,-0.457,0.045,1
54.99,0.852,32.26,10.249,0.582,0.192,0.321,1.861,5.803,9.972,0.071,0.499,1,0.041,0.048,1
16.106,0.26,30.94,11.81,0.31,-0.226,0.224,2.177,8.0,12.597,0.088,0.714,1,0.136,0.554,1
19.296,0.868,11.11,9.242,0.323,0.089,0.415,1.754,4.229,9.527,0.118,0.406,1,-0.271,0.295,1
37.631,0.498,37.75,26.899,0.108,0.478,0.302,1.369,4.526,23.585,0.096,0.565,0,0.178,0.095,1
21.352,0.343,31.14,25.064,0.502,-0.124,0.516,1.437,2.786,12.832,0.138,0.858,1,0.193,0.173,1
20.547,0.546,18.83,24.74,0.175,0.038,0.323,0.939,2.906,22.473,0.065,0.765,0,-0.068,0.431,1
34.369,0.669,25.67,12.86,0.253,0.333,0.205,2.431,8.0,14.27,0.132,0.252,1,0.812,0.089,1
19.504,0.476,20.47,7.79,0.35,0.173,0.097,1.329,8.0,7.125,0.086,0.39,1,0.25,0.247,1
11.393,0.738,7.71,17.002,0.374,0.5,0.324,2.084,6.428,18.983,0.105,0.344,1,0.495,0.152,1
31.231,0.454,34.38,9.28,0.009,-0.097,0.16,1.738,8.0,11.128,0.1,0.572,1,-0.41,0.118,1
8.013,0.755,5.31,17.743,0.304,-0.148,0.148,1.752,8.0,12.196,0.142,0.652,1,-0.413,0.153,1
28.889,0.711,20.33,7.595,0.509,0.295,0.429,1.541,3.592,7.433,0.116,0.072,0,0.261,0.323,1
18.598,0.585,15.9,13.326,0.274,-0.189,0.083,1.206,8.0,11.087,0.058,0.159,0,0.749,0.209,1
16.187,0.49,16.53,18.984,0.305,0.011,0.562,1.116,1.986,14.503,0.048,0.147,1,-0.253,0.417,0
15.991,0.638,12.53,9.552,0.382,0.037,0.374,2.464,6.59,5.654,0.078,0.33,1,0.15,0.451,1
17.416,0.738,11.81,9.534,0.325,0.257,0.343,1.657,4.825,5.689,0.042,0.639,0,-0.332,0.383,1
15.094,1.115,6.77,4.685,0.144,0.173,0.195,2.163,8.0,2.567,0.027,0.096,1,-0.152,0.284,1
22.757,0.835,13.63,7.722,0.343,0.141,0.465,2.292,4.934,6.99,0.0,0.467,0,0.168,0.313,1
15.346,0.844,9.09,12.734,0.549,-0.03,0.35,1.395,3.989,6.541,0.003,0.354,1,-0.072,0.15,1
6.502,1.372,3.0,13.709,0.14,0.293,0.247,1.812,7.332,10.215,0.179,0.458,1,-0.357,0.599,1
